scorer,,,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
labeled-data,PIC_0640,img7733.png,298.55241042441446,125.69325160999026,311.74718558666746,144.48581017441117,331.73926916583855,166.47710211149948,346.53341101442527,184.46997733275353,298.55241042441446,154.88169363558018,286.55716027691176,150.88327691974595,283.75826857582774,142.48660181649404,313.7463939445845,178.07251058741875,304.94987716974924,190.06776073492145,305.7495605129161,203.26253589717442,323.74243573417016,188.46839404858775,324.94196074892045,227.25303619217982,346.13356934284184,220.45572777526164,330.13990247950494,137.28866008590956,333.3386358521723,127.69245996790738,333.3386358521723,120.49530987940577,338.53657758275676,148.084385218662,348.93246104392574,132.49056002690847,356.5294528040108,125.29340993840685,357.7289778187611,166.07726043991605,398.11298664868684,176.47314390108505,403.71077005085476,196.86506915183963,327.3410107784209,306.02184549411425,328.5405357931712,162.0788437240818,344.93404432809155,181.27124396008614
labeled-data,PIC_0640,img7832.png,316.25617103771935,113.78773562672228,318.4807447014381,137.88728365034135,324.4129411380213,167.17750355597067,334.42352262475526,186.0863796975795,304.0210158872667,139.7410950367736,292.1566230141003,130.10127582732596,290.67357390495454,122.68603028159703,308.47016321470403,161.9868316739604,291.04433618224095,168.28979038783,278.43841875450175,174.96351137898608,314.40235965128716,192.01857613416266,313.6608350967143,229.46556614009378,335.90657173390116,237.2515739631092,337.0188585657604,136.03347226390912,342.95105500234365,124.16907939074281,337.76038312033336,120.09069434059188,343.6925795569165,156.4253975146637,360.0061197575202,153.0885370190857,367.4213653032491,160.13302028752818,349.6247759934996,174.59274910169964,383.7349055038528,199.80458395717804,388.5548151085766,216.48888643506817,327.7498016335993,302.5057347655239,328.1205639108857,161.9868316739604,334.05276034746885,186.45714197486595
labeled-data,PIC_0641,img0019.png,289.5393589884527,191.94495680093416,312.15262685911523,178.7881464034578,335.99934570454116,165.63133600598144,354.5011103259923,151.6522249586628,316.26413010832664,196.46761037506667,310.91917588435183,207.1575188230162,301.0515680862445,213.32477369683326,339.28854830391026,184.95540127727483,348.74500577709637,197.70106134983007,359.4349142250459,203.86831622364713,366.4244697487052,169.33168893027167,401.7833976919229,161.10868243184893,410.00640419034573,138.90656488610756,303.5184700357713,166.86478698074484,287.0724570389259,165.63133600598144,281.31635249003,172.20974120471962,318.73103205785344,152.06337528358392,308.45227393482503,135.20621196181733,306.3965223102193,122.87170221418324,341.75545025343706,136.85081326150188,360.6683651998093,103.54763694288982,383.2816330704718,105.60338856749553,327.36518888119724,305.833596804089,329.42094050580295,161.51983275677006,352.44535870138657,150.82992430882052
labeled-data,PIC_0641,img0100.png,287.16975023015584,184.5496387179082,311.1731747004044,176.65377540532648,339.2824480931954,166.23123583271854,358.54835457589485,160.86204878016298,314.0156854929338,194.0246746930063,303.90898045282916,206.02638692813056,294.7497790102343,214.8697538382221,340.54578622320844,188.6554876404507,352.863332990836,201.2888689405815,368.6550596159995,204.76304879811747,363.9175416284504,182.02296245788204,404.344361788869,188.6554876404507,409.3977143089213,167.8104084952349,308.0148293753717,161.17788331266624,294.7497790102343,155.1770271951041,285.2747430351362,156.75619985762046,328.22823945558093,147.28116388252238,328.8599085205875,132.75277538737194,335.8082682356594,120.7510631522477,348.12581500328696,143.49114949248312,368.02339055099293,113.17103437216923,380.0251027861172,132.43694085486868,327.2807358580711,306.46176826417036,328.5440739880842,161.4937178451695,355.07417471835885,159.91454518265314
labeled-data,PIC_0641,img0258.png,294.92236097464195,196.91528765026862,313.4556282732481,180.69867876398823,335.84999292573065,159.4626433176686,352.066601812011,149.03768046220264,320.0194937748378,196.14306817949338,316.15839642096154,209.27079918267276,309.59453091937183,214.67633547809956,341.2555292211574,181.8570079701511,352.4527115473987,192.66808056100473,362.491564667477,194.21251950255524,362.1054549320894,165.64039908387068,399.5580992646894,153.67099728685417,412.68583026786877,132.82107157592222,304.9612140947203,167.57094776080882,288.35849547305224,168.72927696697172,286.81405653150176,172.590374320848,317.7028353625121,152.89877781607893,311.1389698609224,133.59329104669746,312.29729906708525,121.62388924968099,335.463883190343,136.6821689297985,351.6804920766234,99.61563433258613,369.827649639842,100.3878538033614,327.7416884825904,304.63990382341717,329.28612742414094,162.16541146538202,349.36383366429766,149.03768046220264
labeled-data,PIC_0641,img0676.png,281.90623911005724,165.27990344829297,304.99366265995104,166.7694146450603,330.6877308041876,168.63130364101949,354.14753215327323,169.00368144021132,297.9184844753062,182.7816600103092,287.49190609793476,188.73970479737855,274.83106092541243,189.48446039576223,324.7296860171183,186.8778158014194,323.24017482035094,204.75195016262745,327.7087084106529,214.806150740807,356.00942114923237,189.85683819495407,391.3853120724567,201.40054996990094,408.51469083528116,186.50543800222755,299.4079956720735,152.99143607496242,287.49190609793476,147.40576908708488,277.810083318947,151.8743026773869,329.57059740661214,148.5229024846604,331.80486420176317,132.88303491860333,341.8590647799426,129.90401252506865,350.42375416135485,148.15052468546855,381.33111149427714,128.78687912749314,385.4272672853873,145.17150229193388,328.45346400903657,305.29395594442286,328.0810862098448,163.04563665314197,353.77515435408134,167.14179244425213
labeled-data,PIC_0641,img1059.png,285.9166086685889,141.266155793069,305.6098206952634,157.2436674373521,331.61972337200325,163.18878804917833,353.9139256663517,164.6750682021349,301.5225502746328,172.47803900515686,288.51759893626286,177.68001954050482,279.59991801852345,179.90943976993967,324.1883226072204,180.28100980817882,320.10105218658987,194.7722412995053,327.16088291313355,209.26347279083183,358.37276612522135,184.36828022880937,386.6120890313961,197.37323156717932,405.93373101983144,179.53786973170054,309.32552107765474,138.29359548715587,298.9215600069588,127.51806437822077,282.94404836267574,128.6327744929382,329.39030314256837,142.38086590778641,333.1060035249598,122.31608384287281,340.1658342515035,122.68765388111194,348.7119451310037,143.1240059842647,382.8963886490047,123.43079395759023,382.8963886490047,139.03673556363415,328.27559302785096,305.50011269476937,330.1334432190467,160.2162277432652,356.1433458957865,163.56035808741746
labeled-data,PIC_0641,img1141.png,300.54343717358194,125.69250039230434,313.42399332523706,145.39217450660036,334.6390269867866,167.3648879417767,353.20218144064245,181.00312386705855,299.4069175131418,149.93825314836099,286.5263613614867,143.87681495934683,286.14752147467334,137.0576969967059,315.69703264611735,171.15328680991055,302.8164764944623,180.2454440934318,298.649237739515,190.0952811505798,340.70046517580073,196.53555922640734,356.23290053514955,223.81203107697107,377.8267740835125,220.781311982464,324.4103500428252,130.23857903406497,323.65267026919844,115.84266333515635,315.31819275930394,111.6754245802091,342.59466460986766,146.9075340538539,359.64245951647,138.57305654395944,370.2499763472448,140.46725597802637,360.7789791769102,161.6822896395759,399.04180774506204,170.39560703628376,398.2841279714353,184.41268284837903,327.81990902414566,305.6414466286622,329.3352685713992,160.92460986594915,350.55030223294875,179.48776431980502
labeled-data,PIC_0641,img1211.png,317.28302563823775,113.93904540838088,319.8444356192298,139.18722950673052,324.2354241580732,167.7286550092127,330.0900755431977,188.5858505687189,304.4759757332778,134.43032525631682,295.3280829440207,124.55060104391913,305.2078071564183,117.59820252408372,307.40330142584,160.7762564893773,289.8393472704664,160.41034077780702,282.52103303906074,164.06949789350986,309.59879569526174,190.04951341500006,305.2078071564183,228.10474741830967,324.6013398696434,240.54588161169931,337.7743054861737,134.06440954474652,342.8971254481577,121.98919106292712,337.04247406303307,119.79369679350543,342.53120973658736,159.31259364309614,359.36333246882043,160.41034077780702,367.41347812336676,172.11964354805613,345.4585354291497,177.97429493318066,371.43855095063975,210.540793262936,362.656573872953,222.25009603318512,328.2604969853463,304.58113113649915,328.2604969853463,161.87400362408815,330.0900755431977,184.5607777414458
labeled-data,PIC_0641,img1327.png,315.613328821275,115.3401148584378,317.62950015919864,138.1900566882396,322.6699285040079,170.11276953869796,329.0544710740995,189.266397248973,304.5243864626947,134.82977112503343,295.7876439983587,123.40480021013255,303.1802722374122,118.02834330900274,306.20452924429776,160.03191284907953,288.05898720298455,161.37602707436199,281.3384160765723,164.73631263756812,308.55672913854204,192.29065425585853,304.18835790637405,227.57365266952303,321.99787139136663,241.01479492234762,335.77504220051185,135.16579968135406,342.49561332692406,121.38862887220887,337.45518498211493,119.70848609060579,343.1676704395653,160.03191284907953,359.63306969927544,161.7120556306826,367.0256979383289,170.4487980950186,347.872070228054,181.53774045359884,370.72201205785575,208.75605351556862,363.32938381880217,221.8611672120726,327.37432829249644,305.196249179585,326.7022711798552,161.7120556306826,329.0544710740995,184.898026016805
labeled-data,PIC_0641,img1370.png,295.1325318930428,123.10550054433097,311.7077866423193,145.20584021003293,326.0730074250256,169.51621384230506,337.12317725787653,186.09146859158153,294.02751490975777,148.5208911598882,280.0306331214798,145.94251819888964,277.0839211660529,140.78577227689252,305.4460237370371,173.1996037865887,296.23754887632793,182.40807864729786,296.9742268651847,194.19492646900557,314.28615960331786,185.72312959715316,298.0792438484698,222.9253680344181,323.8629734584554,208.9284862461402,326.44134641945396,130.84061942732666,328.28304139159576,120.89546657776077,330.1247363637376,119.05377160561892,336.38649926901985,147.04753518217476,352.5934150238679,135.6290263548954,350.75172005172607,130.84061942732666,352.9617540182963,175.04129875873056,385.74392452242085,195.66828244671905,386.1122635168492,217.40028311799261,328.28304139159576,304.32828580308694,327.9147023971674,163.62278993145122,337.12317725787653,184.2497736194397
labeled-data,PIC_0641,img1634.png,277.95430620988714,166.89894719143433,304.4892535058779,167.96034508327395,334.2083944773876,172.55973594791237,354.0211551250608,179.98952119078982,293.5214752902017,181.7585176771892,285.03029215548463,187.41930643366723,280.0771019935664,178.5743240016703,318.28742609979315,187.41930643366723,313.68803523515476,205.463070594941,316.16463031611386,215.72325021605744,332.7931972882682,196.97188746022394,350.483162152262,229.87522210725257,360.74334177337846,217.49224670245684,295.29047177660107,150.62417951655996,279.3695033990066,147.43998584104105,275.1239118316481,155.57736967847825,329.60900361274923,148.5013837328807,337.7463874501864,135.4108097335252,348.71416566586265,119.8436406532106,348.0065670713029,157.7001654621575,376.31051085369313,139.30260200360388,368.8807256108156,158.76156335399713,327.48620782906994,306.649669616986,328.1938064236298,164.77615140775507,351.5445600441017,176.09772892071115
labeled-data,PIC_0641,img1667.png,283.6650661040504,182.80238342285156,309.40216792036745,173.86375427246094,334.64336810600344,164.9713700047937,355.7712707519531,159.43959045410156,311.67192354527833,190.44631958007812,311.97206978774057,197.4330971620165,296.79937396537844,209.3632049560547,326.2763671875,186.6963348388672,333.71983092889286,205.2721529928076,324.94683110307005,214.60404479235612,352.2421750101221,181.32931518554688,387.02691650390625,196.9120330810547,395.7540248442847,177.8270353810376,298.0344543457031,159.5726776123047,284.5021057128906,156.0375213623047,285.15804152325927,163.9324951171875,319.0802307128906,148.93699645996094,312.4593595997876,133.3436882577271,310.6462707519531,117.14093780517578,340.4651184082031,142.15921020507812,361.5549011230469,110.87430572509766,371.3860168457031,126.7294921875,327.8762082132472,304.3155822753906,328.66789696297974,164.18676513299445,352.7520446777344,157.5794677734375
labeled-data,PIC_0641,img1757.png,291.6867850191014,196.61951789983024,311.7257187335289,179.4432890017496,335.70087157043304,166.20327922614578,357.17115769303393,156.89948857301877,318.52464267235246,196.61951789983024,322.1030236927859,207.35466096113063,318.88248077439584,198.05087030800362,323.5343761009593,193.39897498144012,331.04897624386956,208.42817526726068,324.96572850913265,219.87899453264777,358.60251010120714,179.4432890017496,397.24902512188874,184.8108605323998,394.74415840758525,164.0562506138857,297.412194651795,174.0757174710994,283.45650867210446,174.43355557314274,270.9321751005873,184.0951843283131,321.02950938665583,152.96326945054196,316.37761406009236,133.64001194020122,319.240318876439,127.91460230750769,336.0587096724764,145.09083120558833,346.7938527337768,110.73837340942703,358.96034820325065,123.26270698094416,327.11275712139275,304.32878661487763,329.61762383569624,163.69841251184235,353.5927766726004,156.5416504709754
labeled-data,PIC_0641,img1867.png,289.53375244140625,189.88934326171875,311.103515625,177.25331115722656,336.52923583984375,165.3018798828125,357.7027282714844,154.76991271972656,318.21893310546875,194.1084843733604,315.86098924797477,205.60133642660105,309.9213694928992,210.45700634929585,349.06331161517494,182.4762757666736,359.7936017508937,188.97504654731998,375.5872080045333,188.91074048425426,358.7093975789087,177.68922705160108,390.1662292480469,192.03445434570312,379.6210519986739,171.98551500890977,305.9913330078125,160.3694305419922,296.09321435054983,157.03358178628957,296.2529939063221,165.81236107906554,317.8429260253906,153.760009765625,307.1184471460141,136.7094284717157,306.22743103437244,140.51904858562398,346.4306307364849,139.0225468733604,371.84685998453176,106.98953729166067,393.04805114336193,111.69048510578227,328.00880834633006,304.1446838378906,328.9519902327354,162.7375889876182,354.8681945800781,154.50704956054688
